27134,3120,2467,2022-05-23,202205231100,3191,3205,2a01:e0a:a82:3e20:cc55:27fa:d8c6:8abd,4a05e004a3e246ce983e6dd7df7d090d,3250,19506,1,0,0,186,4a05e004a3e246ce983e6dd7df7d090dP0,1,1164,1653278414,U244b28339d6a4e5bb417c318aaf0ca8c,0
31678,3119,2896,2022-05-23,202205231100,3191,3192,2a01:e0a:8e5:cde0:4de3:664c:f748:ed2a,c7bba7aecd0945cdae9d066cc6e2646c,3250,19506,1,0,0,186,c7bba7aecd0945cdae9d066cc6e2646cP0,1,1164,1653278415,U2ea289fa2b4749b2832ab6faa2573800,0
31675,3119,2896,2022-05-23,202205231100,3191,3192,77.204.106.204,3c3da7b4046341d3b562af724a2126c5,3250,22782,1,0,0,186,3c3da7b4046341d3b562af724a2126c5P0,1,1164,1653278437,U390d4c6bb32a4ba39eb3de2f94cd1924,0
29484,3119,2991,2022-05-23,202205231101,3191,3192,2600:8807:5581:b500:d9da:40b8:504b:c0b,d42deaa6e2b54644a7c02db550718b31,3273,19546,1,0,2325,0,d42deaa6e2b54644a7c02db550718b31P0,0,857,1653278460,U5373e5d574af42a7bae242c75d779fa2,1
31678,3119,2896,2022-05-23,202205231101,3191,3192,2a01:cb00:f97:c000:943f:9597:183a:8387,c1b2cebc386d49779364c39120771b9c,3250,19507,1,0,0,186,c1b2cebc386d49779364c39120771b9cP0,1,1164,1653278481,U7786d6a51380438480b38878bbef3b96,0
30178,3119,2059,2022-05-23,202205231101,3191,3192,2600:1009:b105:2e15:c86c:c84f:5da:a30a,6899e938b7f343bbb0d5a7688afcab57,3273,19548,1,0,0,1163,6899e938b7f343bbb0d5a7688afcab57P0,1,809,1653278481,U8832368c722243c5bccd86b8a820131d,0
29475,3119,2991,2022-05-23,202205231101,3191,3192,24.190.183.221,7c6d9654ce1b40208a568decfc288960,3273,19548,1,0,2325,0,7c6d9654ce1b40208a568decfc288960P0,0,857,1653278481,Uc4aed78ba1224b3886d58dd99c62e989,1
27228,3120,2467,2022-05-23,202205231102,3191,3205,176.181.35.171,2c7d0cd3460b4b2e96155094c1e2b5c8,3250,19505,1,0,0,186,2c7d0cd3460b4b2e96155094c1e2b5c8P0,1,1164,1653278569,U6bc39e9365e842458451c30afcde5877,0
30178,3119,2059,2022-05-23,202205231103,3191,3192,47.33.244.59,da6d392301f24401b46d7edd382971c4,3273,19813,1,0,0,1163,da6d392301f24401b46d7edd382971c4P0,1,809,1653278614,U34f8c368e20e42159bd6b91445ca231b,0
31663,3119,2059,2022-05-23,202205231103,3191,3192,2607:fb90:39ab:d5bd:ac39:6677:4ff3:ab28,6abd3bdf11a64f39b4e12916a02c0315,3273,19557,1,0,0,1163,6abd3bdf11a64f39b4e12916a02c0315P0,1,809,1653278637,U11c5802d32474ca6b2747678d88f1729,0
31682,3119,2896,2022-05-23,202205231103,3191,3192,93.6.208.214,ddcc7fad188c46658f647631eb903d77,3250,19505,1,0,0,186,ddcc7fad188c46658f647631eb903d77P0,1,1164,1653278638,U393ddea256f243938e87560fdd5bd19c,0
31684,3119,2896,2022-05-23,202205231105,3191,3192,2a01:e34:edb9:1720:60ab:55fb:b073:e283,5ce843b4d4b9456e82018aef56f89e26,3250,19506,1,0,0,186,5ce843b4d4b9456e82018aef56f89e26P0,1,1164,1653278726,Uf13352956d9740659ef7c2f67152b522,0
31675,3119,2896,2022-05-23,202205231105,3191,3192,2.5.79.177,8a8fb85d6b9e40be914625f26b365e17,3250,19511,1,0,0,186,8a8fb85d6b9e40be914625f26b365e17P0,1,1164,1653278727,Ud446ce6878c24b93866b9672e9e4fbe3,0
31663,3119,2059,2022-05-23,202205231105,3191,3192,47.33.244.59,fc31d89a382548a3acd870b50fd6d8ab,3273,19813,1,0,0,1163,fc31d89a382548a3acd870b50fd6d8abP0,1,809,1653278727,U34f8c368e20e42159bd6b91445ca231b,0
31678,3119,2896,2022-05-23,202205231105,3191,3192,93.22.134.194,045027309d9949aa867e3bc6f35785ce,3250,20152,1,0,0,186,045027309d9949aa867e3bc6f35785ceP0,1,1164,1653278728,U5c947b649fc249e9a0449b337d109c24,0
31663,3119,2059,2022-05-23,202205231105,3191,3192,2601:680:c580:f00:7cfd:742b:3e92:3268,5ac53c5e726042839c37c51309900cf0,3273,19807,1,0,0,1163,5ac53c5e726042839c37c51309900cf0P0,1,809,1653278749,U7cbf5931657a46f4bc2db3d810cb7ba0,0
31678,3119,2896,2022-05-23,202205231105,3191,3192,2001:861:e380:f3c0:6478:5b40:b5ab:2304,92674f5e59f64d93a35363558916ebc2,3250,19505,1,0,0,186,92674f5e59f64d93a35363558916ebc2P0,1,1164,1653278749,Ua4be775e268648be892792a7ce6997d9,0
31657,3119,2059,2022-05-23,202205231106,3191,3192,2600:6c56:4908:bb0:f813:4bd1:b17a:44c6,6ffb35951caa459dbcec72b5da603dc4,3273,19536,1,0,0,1163,6ffb35951caa459dbcec72b5da603dc4P0,1,809,1653278770,Ue74d91f86f134a6ab12d7c1d46133488,0
31684,3119,2896,2022-05-23,202205231106,3191,3192,2a01:e0a:218:6ae0:f5a0:ab91:919f:26b0,dc7ab40de5ef4030b018936608c324cf,3250,19506,1,0,0,186,dc7ab40de5ef4030b018936608c324cfP0,1,1164,1653278794,U5d433f8786d9470bb54d1622b3cdf428,0
31665,3119,2059,2022-05-23,202205231107,3191,3192,67.199.204.55,b00142ade00d48449c8e6bc3eb86ab6a,3273,19813,1,0,0,1163,b00142ade00d48449c8e6bc3eb86ab6aP0,1,809,1653278860,U5145c5605763454782bdafc0ed3390a1,0
31704,3120,2467,2022-05-23,202205231108,3191,3205,2a01:e0a:304:11c0:8c3f:b50d:edda:9669,2641b4f948a84297a657b03effe4844f,3250,19506,1,0,0,186,2641b4f948a84297a657b03effe4844fP0,1,1164,1653278881,U3fca0482c1914d9d89714503d94cb035,0
27134,3120,2467,2022-05-23,202205231108,3191,3205,77.203.207.219,0a046e4aa6cf4ff9952d820adce4a879,3250,19507,1,0,0,186,0a046e4aa6cf4ff9952d820adce4a879P0,1,1164,1653278882,Ubfc5439cd98b4c45b4ffba45f9167cd6,0
31015,3119,3028,2022-05-23,202205231108,3187,3190,72.53.107.196,fae25ab80a95477aae344d81ee63a78d,3274,19822,1,2,0,465,fae25ab80a95477aae344d81ee63a78dP2,1,781,1653278905,Uc1949a7f85a543caa1506e0accc475e5,0
18162,3120,2059,2022-05-23,202205231109,3191,3205,104.148.252.166,89218048d95e4b76827ac0f6fc02167b,3273,19807,1,0,0,1163,89218048d95e4b76827ac0f6fc02167bP0,1,809,1653278948,U15b490680e9a4b14bdb4c65aa4c0eefe,0
31682,3119,2896,2022-05-23,202205231109,3191,3192,85.95.203.158,2ca0e6fdbe1b4efabe1615943eb86d98,3250,19506,1,0,0,186,2ca0e6fdbe1b4efabe1615943eb86d98P0,1,1164,1653278971,Udcb338c6d6b642f99458e9e8022d73b9,0
30178,3119,2059,2022-05-23,202205231109,3191,3192,2600:1014:b06d:f776:a983:a8eb:7333:2972,593e67ce774c442f845cbd680f275a72,3273,19807,1,0,0,1163,593e67ce774c442f845cbd680f275a72P0,1,809,1653278993,U420b591841ba439eab0829376bd830e2,0
31678,3119,2896,2022-05-23,202205231110,3191,3192,176.181.46.103,3a71296da25c45ad876615a0b5ce83de,3250,19507,1,0,0,186,3a71296da25c45ad876615a0b5ce83deP0,1,1164,1653279036,Ufd397041669843938006d96cbbd75267,0
31663,3119,2059,2022-05-23,202205231110,3191,3192,24.241.136.242,90d560eac0fc4809b42392fd2eeee243,3273,19818,1,0,0,1163,90d560eac0fc4809b42392fd2eeee243P0,1,809,1653279036,U925b15ce7dd946aabe75f26913f6147d,0
